Status,EURING_Code,Current_Name,Date_Updated,Notes,Old_Name,IOC,English_Name
sp,05924,Larus vegae,22.11.2024,Excludes Larus mongolicus,Larus argentatus vegae,7158,Vega Gull
ssp,05925,Larus michahellis atlantis,02.06.2008,,Larus argentatus atlantis,7164,NA
sp,05926,Larus michahellis,02.06.2008,,Larus argentatus michahellis,7163,Yellow-legged Gull
sp,05927,Larus cachinnans,09.03.2024,Excludes Larus michahellis,Larus argentatus cachinnans,7145,Caspian Gull
ssp,05928,Larus argentatus argenteus,02.06.2008,,Larus argentatus argenteus,7155,NA
a,05929,Larus argentatus/cachinnans/michahellis,20.02.2018,Often for sight records when exact species is not known.,Larus argentatus/cachinnans/michahellis,NA,NA
sp,05930,Larus californicus,02.06.2008,,Larus californicus,7181,California Gull
sp,05940,Larus occidentalis,02.06.2008,,Larus occidentalis,7142,Western Gull
sp,05950,Larus schistisagus,02.06.2008,,Larus schistisagus,7187,Slaty-backed Gull
sp,05960,Larus glaucescens,02.06.2008,,Larus glaucescens,7186,Glaucous-winged Gull
ssp,05970,Larus glaucoides thayeri,02.06.2008,,Larus thayeri,7192,NA
sp,05980,Larus glaucoides,02.06.2008,,Larus glaucoides,7188,Iceland Gull
ssp,05981,Larus glaucoides glaucoides,02.06.2008,,Larus glaucoides glaucoides,7189,NA
ssp,05982,Larus glaucoides kumlieni,02.06.2008,,Larus glaucoides kumlieni,7190,NA
sp,05990,Larus hyperboreus,02.06.2008,,Larus hyperboreus,7168,Glaucous Gull
sp,06000,Larus marinus,02.06.2008,,Larus marinus,7167,Great Black-backed Gull
a,06009,Laridae sp.,02.06.2008,,Larus sp.,NA,NA
sp,06010,Rhodostethia rosea,02.06.2008,,Rhodostethia rosea,7080,Ross's Gull
sp,06020,Rissa tridactyla,02.06.2008,,Rissa tridactyla,7081,Black-legged Kittiwake
sp,06030,Rissa brevirostris,02.06.2008,,Rissa brevirostris,7084,Red-legged Kittiwake
sp,06040,Pagophila eburnea,02.06.2008,,Pagophila eburnea,7085,Ivory Gull
sp,06050,Gelochelidon nilotica,02.06.2008,,Gelochelidon nilotica,6991,Gull-billed Tern
sp,06060,Hydroprogne caspia,02.06.2008,,Sterna caspia,7000,Caspian Tern
sp,06070,Thalasseus maximus,02.06.2008,,Sterna maxima,7068,Royal Tern
sp,06080,Thalasseus bergii,02.06.2008,,Sterna bergii,7070,Greater Crested Tern
sp,06090,Thalasseus bengalensis,09.03.2024,Excludes Thalasseus albididorsalis,Sterna bengalensis,7061,Lesser Crested Tern
sp,06100,Thalasseus bernsteini,02.06.2008,,Sterna zimmermanni,7077,Chinese Crested Tern
sp,06110,Thalasseus sandvicensis,09.03.2024,Excludes Thalasseus acuflavidus,Sterna sandvicensis,7054,Sandwich Tern
sp,06111,Thalasseus acuflavidus,30.01.2012,,Sterna acuflavida,7056,Cabot's Tern
sp,06120,Thalasseus elegans,02.06.2008,,Sterna elegans,7060,Elegant Tern
sp,06130,Sterna sumatrana,02.06.2008,,Sterna sumatrana,7040,Black-naped Tern
sp,06140,Sterna dougallii,02.06.2008,,Sterna dougallii,7043,Roseate Tern
sp,06150,Sterna hirundo,02.06.2008,,Sterna hirundo,7034,Common Tern
a,06159,Sterna hirundo/paradisaea,27.02.2022,Where exact species unclear,,NA,NA
sp,06160,Sterna paradisaea,02.06.2008,,Sterna paradisaea,7021,Arctic Tern
sp,06170,Onychoprion aleuticus,02.06.2008,,Sterna aleutica,6949,Aleutian Tern
sp,06180,Sterna forsteri,02.06.2008,,Sterna forsteri,7019,Forster's Tern
sp,06190,Sterna trudeaui,02.06.2008,,Sterna trudeaui,7020,Snowy-crowned Tern
sp,06200,Sterna repressa,02.06.2008,,Sterna repressa,7039,White-cheeked Tern
sp,06210,Onychoprion lunatus,02.06.2008,,Sterna lunata,6966,Spectacled Tern
sp,06220,Onychoprion anaethetus,02.06.2008,,Sterna anaethetus,6959,Bridled Tern
sp,06230,Onychoprion fuscatus,02.06.2008,,Sterna fuscata,6950,Sooty Tern
sp,06240,Sternula albifrons,09.03.2024,Excludes Sternula antillarum,Sterna albifrons,6967,Little Tern
sp,06250,Sternula saundersi,02.06.2008,,Sterna saundersi,6974,Saunders's Tern
a,06259,Sterninae sp.,02.06.2008,,Sterna sp.,NA,NA
sp,06260,Chlidonias hybrida,02.06.2008,,Chlidonias hybridus,7004,Whiskered Tern
sp,06270,Chlidonias niger,02.06.2008,,Chlidonias niger,7014,Black Tern
ssp,06271,Chlidonias niger niger,20.01.2009,,Chlidonias niger niger,7015,NA
ssp,06272,Chlidonias niger surinamensis,20.01.2009,,Chlidonias niger surinamensis,7016,NA
sp,06280,Chlidonias leucopterus,02.06.2008,,Chlidonias leucopterus,7017,White-winged Tern
a,06289,Chlidonias sp.,02.06.2008,,Chlidonias sp.,NA,NA
sp,06290,Anous tenuirostris,02.06.2008,,Anous tenuirostris,6928,Lesser Noddy
sp,06300,Anous stolidus,02.06.2008,,Anous stolidus,6922,Brown Noddy
sp,06310,Gygis alba,02.06.2008,,Gygis alba,6912,White Tern
sp,06320,Rynchops niger,02.06.2008,,Rynchops nigra,6907,Black Skimmer
sp,06330,Rynchops flavirostris,02.06.2008,,Rynchops flavirostris,6905,African Skimmer
sp,06340,Uria aalge,02.06.2008,,Uria aalge,7255,Common Murre
ssp,06341,Uria aalge aalge,30.06.2021,,Uria aalge aalge,7256,NA
ssp,06342,Uria aalge albionis,30.06.2021,,Uria aalge albionis,7260,NA
ssp,06343,Uria aalge hyperborea,30.06.2021,,Uria aalge hyperborea,7259,NA
sp,06350,Uria lomvia,02.06.2008,,Uria lomvia,7250,Thick-billed Murre
a,06359,Uria sp.,02.06.2008,,Uria sp.,NA,NA
sp,06360,Alca torda,02.06.2008,,Alca torda,7243,Razorbill
sp,06370,Pinguinus impennis,09.03.2024,Extinct,Pinguinus impennis,7246,Great Auk
sp,06380,Cepphus grylle,02.06.2008,,Cepphus grylle,7230,Black Guillemot
sp,06390,Cepphus columba,02.06.2008,,Cepphus columba,7237,Pigeon Guillemot
sp,06400,Cepphus carbo,02.06.2008,,Cepphus carbo,7236,Spectacled Guillemot
a,06409,Cepphus sp.,02.06.2008,,Cepphus spp.,NA,NA
a,06410,Brachyramphus marmoratus sensu lato,09.03.2024,Includes Brachyramphus perdix,Brachyramphus marmoratus,NA,NA
sp,06411,Brachyramphus marmoratus,09.03.2024,Excludes Brachyramphus perdix,Brachyramphus marmoratus marmoratus,7228,Marbled Murrelet
sp,06412,Brachyramphus perdix,02.06.2008,,Brachyramphus marmoratus perdix,7225,Long-billed Murrelet
sp,06420,Brachyramphus brevirostris,02.06.2008,,Brachyramphus brevirostris,7227,Kittlitz's Murrelet
a,06429,Brachyramphus sp.,02.06.2008,,Brachyramphus sp.,NA,NA
sp,06430,Synthliboramphus hypoleucus,09.03.2024,Excludes Synthliboramphus scrippsi,Endomychura hypoleuca,7269,Guadalupe Murrelet
sp,06440,Synthliboramphus craveri,02.06.2008,,Endomychura craveri,7271,Craveri's Murrelet
sp,06450,Synthliboramphus antiquus,02.06.2008,,Synthliboramphus antiquus,7263,Ancient Murrelet
sp,06460,Synthliboramphus wumizusume,02.06.2008,,Synthliboramphus wumizusume,7266,Japanese Murrelet
sp,06470,Alle alle,02.06.2008,,Alle alle,7247,Little Auk
sp,06480,Ptychoramphus aleuticus,02.06.2008,,Ptychoramphus aleuticus,7218,Cassin's Auklet
sp,06490,Aethia cristatella,02.06.2008,,Aethia cristatella,7223,Crested Auklet
sp,06500,Aethia pygmaea,02.06.2008,,Aethia pygmaea,7222,Whiskered Auklet
sp,06510,Aethia pusilla,02.06.2008,,Aethia pusilla,7221,Least Auklet
sp,06520,Aethia psittacula,02.06.2008,,Cyclorrhynchus psittacula,7224,Parakeet Auklet
sp,06530,Cerorhinca monocerata,02.06.2008,,Cerorhinca monocerata,7211,Rhinoceros Auklet
sp,06540,Fratercula arctica,02.06.2008,,Fratercula arctica,7213,Atlantic Puffin
o,06541,Fratercula arctica arctica,09.03.2024,Species considered monotypic. No subspecies recognized. Use 06540.,Fratercula arctica arctica,NA,NA
sp,06550,Fratercula corniculata,02.06.2008,,Fratercula corniculata,7217,Horned Puffin
sp,06560,Fratercula cirrhata,02.06.2008,,Lunda cirrhata,7212,Tufted Puffin
sp,06570,Pterocles lichtensteinii,02.06.2008,,Pterocles lichtensteinii,4399,Lichtenstein's Sandgrouse
sp,06580,Pterocles coronatus,02.06.2008,,Pterocles coronatus,4387,Crowned Sandgrouse
sp,06590,Pterocles senegallus,02.06.2008,,Pterocles senegallus,4375,Spotted Sandgrouse
sp,06600,Pterocles exustus,02.06.2008,,Pterocles exustus,4366,Chestnut-bellied Sandgrouse
sp,06610,Pterocles orientalis,02.06.2008,,Pterocles orientalis,4378,Black-bellied Sandgrouse
sp,06620,Pterocles alchata,02.06.2008,,Pterocles alchata,4360,Pin-tailed Sandgrouse
sp,06630,Syrrhaptes paradoxus,02.06.2008,,Syrrhaptes paradoxus,4359,Pallas's Sandgrouse
sp,06640,Syrrhaptes tibetanus,02.06.2008,,Syrrhaptes tibetanus,4358,Tibetan Sandgrouse
sp,06650,Columba livia,02.06.2008,,Columba livia,4421,Rock Dove
ssp,06651,Columba livia livia,09.11.2009,,Columba livia livia,4422,NA
ssp,06652,Columba livia gaddi,09.11.2009,,Columba livia gaddi,4434,NA
ssp,06653,Columba livia neglecta,09.11.2009,,Columba livia neglecta,4435,NA
ssp,06654,Columba livia schimperi,09.11.2009,,Columba livia schimperi,4431,NA
ssp,06655,Columba livia dakhlae,09.11.2009,,Columba livia dakhlae,4430,NA
ssp,06656,Columba livia targia,09.11.2009,,Columba livia targia,4429,NA
f,06657,Columba livia var. domestica,10.01.2024,,Columba livia domestica,NA,NA
sp,06660,Columba rupestris,02.06.2008,,Columba rupestris,4437,Hill Pigeon
sp,06670,Columba leuconota,02.06.2008,,Columba leuconota,4440,Snow Pigeon
sp,06680,Columba oenas,02.06.2008,,Columba oenas,4450,Stock Dove
sp,06690,Columba eversmanni,02.06.2008,,Columba eversmanni,4455,Yellow-eyed Pigeon
sp,06700,Columba palumbus,02.06.2008,,Columba palumbus,4457,Common Wood Pigeon
sp,06710,Columba trocaz,02.06.2008,,Columba trocaz,4464,Trocaz Pigeon
sp,06720,Columba bollii,02.06.2008,,Columba bollii,4466,Bolle's Pigeon
sp,06730,Columba junoniae,02.06.2008,,Columba junoniae,4468,Laurel Pigeon
sp,06740,Columba hodgsonii,02.06.2008,,Columba hodgsonii,4476,Speckled Wood Pigeon
sp,06750,Columba pulchricollis,02.06.2008,,Columba pulchricollis,4478,Ashy Wood Pigeon
sp,06760,Columba janthina,02.06.2008,,Columba janthina,4484,Black Wood Pigeon
sp,06770,Columba versicolor,02.06.2008,,Columba versicolor,4488,Bonin Wood Pigeon
sp,06780,Columba jouyi,02.06.2008,,Columba jouyi,4489,Ryukyu Wood Pigeon
sp,06790,Patagioenas leucocephala,02.06.2008,,Columba leucocephala,4523,White-crowned Pigeon
sp,06800,Patagioenas squamosa,02.06.2008,,Columba squamosa,4524,Scaly-naped Pigeon
sp,06810,Patagioenas fasciata,02.06.2008,,Columba fasciata,4534,Band-tailed Pigeon
sp,06820,Patagioenas flavirostris,02.06.2008,,Columba flavirostris,4556,Red-billed Pigeon
a,06829,Columbiformes sp.,02.06.2008,,Columba sp.,NA,NA
sp,06830,Streptopelia roseogrisea,02.06.2008,,Streptopelia roseogrisea,4631,African Collared Dove
f,06831,Streptopelia roseogrisea var. risoria,10.01.2024,,Streptopelia risoria f. domest.,NA,NA
sp,06840,Streptopelia decaocto,02.06.2008,,Streptopelia decaocto,4626,Eurasian Collared Dove
sp,06850,Streptopelia semitorquata,02.06.2008,,Streptopelia semitorquata,4646,Red-eyed Dove
sp,06860,Streptopelia tranquebarica,02.06.2008,,Streptopelia tranquebarica,4669,Red Collared Dove
sp,06870,Streptopelia turtur,02.06.2008,,Streptopelia turtur,4604,European Turtle Dove
sp,06880,Streptopelia lugens,02.06.2008,,Streptopelia lugens,4610,Dusky Turtle Dove
sp,06890,Streptopelia orientalis,02.06.2008,,Streptopelia orientalis,4615,Oriental Turtle Dove
ssp,06891,Streptopelia orientalis meena,19.03.2012,,Streptopelia (orientalis) meenae,4616,NA
ssp,06892,Streptopelia orientalis orientalis,10.01.2024,,,4617,NA
sp,06900,Spilopelia senegalensis,02.06.2008,,Streptopelia senegalensis,4683,Laughing Dove
ssp,06901,Spilopelia senegalensis senegalensis,02.06.2008,,Streptopelia senegalensis senegalensis,4687,NA
ssp,06902,Spilopelia senegalensis phoenicophila,02.06.2008,,Streptopelia senegalensis phoenicophila,4684,NA
sp,06910,Spilopelia chinensis,02.06.2008,,Streptopelia chinensis,4673,Spotted Dove
a,06919,Streptopelia sp.,02.06.2008,Extent of code has changed over time. All former Streptopelia species were included.,Streptopelia sp.,NA,NA
sp,06920,Oena capensis,02.06.2008,,Oena capensis,4791,Namaqua Dove
sp,06930,Chalcophaps indica,02.06.2008,,Chalcophaps indica,4794,Common Emerald Dove
sp,06940,Ectopistes migratorius,10.01.2024,Extinct,Ectopistes migratorius,4522,Passenger Pigeon
sp,06950,Zenaida macroura,02.06.2008,,Zenaida macroura,5028,Mourning Dove
sp,06960,Zenaida aurita,02.06.2008,,Zenaida aurita,5049,Zenaida Dove
sp,06970,Zenaida asiatica,02.06.2008,,Zenaida asiatica,5056,White-winged Dove
sp,06980,Columbina passerina,02.06.2008,,Columbigallina passerina,4873,Common Ground Dove
sp,06990,Columbina squammata,02.06.2008,,Scardafella squammata,4870,Scaled Dove
sp,07000,Leptotila verreauxi,02.06.2008,,Leptotila verreauxi,4955,White-tipped Dove
sp,07010,Geotrygon chrysia,02.06.2008,,Geotrygon chrysia,4950,Key West Quail-Dove
sp,07020,Geotrygon montana,02.06.2008,,Geotrygon montana,4939,Ruddy Quail-Dove
sp,07030,Treron waalia,02.06.2008,,Treron waalia,5228,Bruce's Green Pigeon
sp,07040,Treron sphenurus,02.06.2008,,Treron sphenura,5265,Wedge-tailed Green Pigeon
sp,07050,Treron sieboldii,02.06.2008,,Treron sieboldii,5273,White-bellied Green Pigeon
sp,07060,Treron formosae,02.06.2008,,Treron formosae,5282,Taiwan Green Pigeon
sp,07070,Psittacara holochlorus,02.06.2008,Excludes Psittacara brevipes,Aratinga holochlora,13555,Green Parakeet
sp,07080,Conuropsis carolinensis,02.06.2008,Extinct,Conuropsis carolinensis,13505,Carolina Parakeet
sp,07090,Rhynchopsitta pachyrhyncha,02.06.2008,,Rhynchopsitta pachyrhyncha,13473,Thick-billed Parrot
sp,07100,Rhynchopsitta terrisi,02.06.2008,,Rhynchopsitta terrisi,13474,Maroon-fronted Parrot
sp,07110,Amazona leucocephala,02.06.2008,,Amazona leucocephala,13271,Cuban Amazon
sp,07120,Psittacula krameri,02.06.2008,,Psittacula krameri,13795,Rose-ringed Parakeet
sp,07130,Psittacula derbiana,02.06.2008,,Psittacula derbiana,13778,Lord Derby's Parakeet
sp,07140,Psittacula himalayana,02.06.2008,,Psittacula himalayana,13759,Slaty-headed Parakeet
sp,07150,Clamator jacobinus,02.06.2008,,Clamator jacobinus,4073,Jacobin Cuckoo
sp,07160,Clamator glandarius,02.06.2008,,Clamator glandarius,4071,Great Spotted Cuckoo
sp,07170,Hierococcyx fugax,02.06.2008,,Hierococcyx fugax,4318,Malaysian Hawk-Cuckoo
sp,07180,Hierococcyx sparverioides,02.06.2008,,Hierococcyx sparverioides,4307,Large Hawk-Cuckoo
sp,07190,Chrysococcyx maculatus,02.06.2008,,Chrysococcyx maculatus,4185,Asian Emerald Cuckoo
sp,07200,Chrysococcyx caprius,02.06.2008,,Chrysococcyx caprius,4190,Diederik Cuckoo
sp,07210,Chrysococcyx klaas,02.06.2008,,Chrysococcyx klaas,4191,Klaas's Cuckoo
sp,07220,Cacomantis merulinus,02.06.2008,,Cacomantis merulinus,4250,Plaintive Cuckoo
sp,07230,Cuculus micropterus,02.06.2008,,Cuculus micropterus,4331,Indian Cuckoo
sp,07240,Cuculus canorus,02.06.2008,,Cuculus canorus,4345,Common Cuckoo
sp,07250,Cuculus saturatus,02.06.2008,,Cuculus saturatus,4338,Himalayan Cuckoo
sp,07260,Cuculus poliocephalus,02.06.2008,,Cuculus poliocephalus,4328,Lesser Cuckoo
sp,07270,Coccyzus erythropthalmus,02.06.2008,,Coccyzus erythrophthalmus,4130,Black-billed Cuckoo
sp,07280,Coccyzus americanus,02.06.2008,,Coccyzus americanus,4110,Yellow-billed Cuckoo
sp,07290,Coccyzus minor,02.06.2008,,Coccyzus minor,4114,Mangrove Cuckoo
sp,07300,Coccyzus merlini,02.06.2008,,Saurothera merlini,4136,Great Lizard Cuckoo
sp,07310,Crotophaga ani,02.06.2008,,Crotophaga ani,3861,Smooth-billed Ani
sp,07320,Crotophaga sulcirostris,02.06.2008,,Crotophaga sulcirostris,3862,Groove-billed Ani
sp,07330,Geococcyx californianus,02.06.2008,,Geococcyx californianus,3879,Greater Roadrunner
sp,07340,Centropus senegalensis,02.06.2008,,Centropus senegalensis,3929,Senegal Coucal
sp,07350,Tyto alba,09.03.2024,Excludes Tyto furcata; Tyto javanica,Tyto alba,8892,Western Barn Owl
ssp,07351,Tyto alba alba,02.06.2008,,Tyto alba alba,8893,NA
ssp,07352,Tyto alba guttata,02.06.2008,,Tyto alba guttata,8894,NA
sp,07360,Otus bakkamoena,09.03.2024,Excludes Otus lettia; Otus semitorques; Otus lempiji,Otus bakkamoena,9395,Indian Scops Owl
sp,07370,Otus sunia,02.06.2008,,Otus sunia,9343,Oriental Scops Owl
sp,07380,Otus brucei,02.06.2008,,Otus brucei,9309,Pallid Scops Owl
sp,07390,Otus scops,09.03.2024,Excludes Otus cyprius,Otus scops,9316,Eurasian Scops Owl
sp,07400,Psiloscops flammeolus,02.06.2008,,Otus flammeolus,9578,Flammulated Owl
sp,07410,Megascops asio,02.06.2008,,Otus asio,9632,Eastern Screech Owl
sp,07420,Megascops trichopsis,02.06.2008,,Otus trichopsis,9584,Whiskered Screech Owl
sp,07430,Bubo virginianus,09.03.2024,Excludes Bubo magellanicus,Bubo virginianus,9476,Great Horned Owl
sp,07440,Bubo bubo,02.06.2008,Excludes Bubo ascalaphus and Bubo bengalensis,Bubo bubo,9498,Eurasian Eagle-Owl
sp,07441,Bubo ascalaphus,46062,,,9524,Pharaoh Eagle-Owl
sp,07450,Bubo africanus,09.03.2024,,Bubo africanus,9535,Spotted Eagle-Owl
sp,07460,Ketupa blakistoni,09.03.2024,,Ketupa blakistoni,9545,Blakiston's Fish Owl
sp,07470,Ketupa zeylonensis,02.06.2008,,Ketupa zeylonensis,9551,Brown Fish Owl
sp,07480,Ketupa flavipes,02.06.2008,,Ketupa flavipes,9556,Tawny Fish Owl
sp,07490,Bubo scandiacus,02.06.2008,,Nyctea scandiaca,9475,Snowy Owl
sp,07500,Surnia ulula,02.06.2008,,Surnia ulula,9163,Northern Hawk-Owl
sp,07510,Glaucidium passerinum,02.06.2008,,Glaucidium passerinum,9167,Eurasian Pygmy Owl
sp,07520,Glaucidium gnoma,09.03.2024,Excludes Glaucidium californicum; Glaucidium cobanense; Glaucidium hoskinsii,Glaucidium gnoma,9214,Mountain Pygmy Owl
sp,07530,Glaucidium brasilianum,02.06.2008,,Glaucidium brasilianum,9240,Ferruginous Pygmy Owl
sp,07540,Taenioptynx brodiei,02.06.2008,,Glaucidium brodiei,9069,Collared Owlet
sp,07550,Micrathene whitneyi,02.06.2008,,Micrathene whitneyi,9075,Elf Owl
sp,07560,Ninox scutulata,02.06.2008,,Ninox scutulata,9007,Brown Boobook
sp,07570,Athene noctua,02.06.2008,,Athene noctua,9127,Little Owl
sp,07580,Athene brama,02.06.2008,,Athene brama,9145,Spotted Owlet
sp,07590,Athene cunicularia,02.06.2008,,Athene cunicularia,9104,Burrowing Owl
sp,07600,Strix leptogrammica,02.06.2008,,Strix leptogrammica,9710,Brown Wood Owl
sp,07610,Strix aluco,09.03.2024,Excludes Strix mauritanica,Strix aluco,9727,Tawny Owl
sp,07620,Strix butleri,09.03.2024,Excludes Strix hadorami,Strix butleri,9743,Omani Owl
sp,07621,Strix hadorami,09.02.2026,,,9742,Desert Owl
sp,07630,Strix varia,02.06.2008,,Strix varia,9750,Barred Owl
sp,07640,Strix occidentalis,02.06.2008,,Strix occidentalis,9744,Spotted Owl
sp,07650,Strix uralensis,02.06.2008,,Strix uralensis,9765,Ural Owl
sp,07660,Strix nebulosa,02.06.2008,,Strix nebulosa,9780,Great Grey Owl
a,07669,Strix sp.,09.03.2024,,Strix sp.,NA,NA
sp,07670,Asio otus,02.06.2008,,Asio otus,9440,Long-eared Owl
sp,07680,Asio flammeus,02.06.2008,,Asio flammeus,9457,Short-eared Owl
sp,07690,Asio capensis,02.06.2008,,Asio capensis,9469,Marsh Owl
sp,07700,Aegolius funereus,02.06.2008,,Aegolius funereus,9081,Boreal Owl
sp,07710,Aegolius acadicus,02.06.2008,,Aegolius acadicus,9090,Northern Saw-whet Owl
a,07719,Strigidae,02.06.2008,,Strigidae,NA,NA
sp,07720,Caprimulgus inornatus,02.06.2008,,Caprimulgus inornatus,2093,Plain Nightjar
sp,07730,Caprimulgus nubicus,02.06.2008,,Caprimulgus nubicus,2026,Nubian Nightjar
ssp,07740,Caprimulgus europaeus plumipes,02.06.2008,,Caprimulgus centralasicus,2013,NA
sp,07750,Caprimulgus mahrattensis,02.06.2008,,Caprimulgus mahrattensis,2025,Sykes's Nightjar
sp,07760,Caprimulgus asiaticus,02.06.2008,,Caprimulgus asiaticus,2077,Indian Nightjar
sp,07770,Caprimulgus indicus,02.06.2008,,Caprimulgus indicus,1999,Jungle Nightjar
sp,07780,Caprimulgus europaeus,02.06.2008,,Caprimulgus europaeus,2007,European Nightjar
sp,07790,Caprimulgus ruficollis,02.06.2008,,Caprimulgus ruficollis,1996,Red-necked Nightjar
sp,07800,Caprimulgus eximius,02.06.2008,,Caprimulgus eximius,2032,Golden Nightjar
sp,07810,Caprimulgus aegyptius,02.06.2008,,Caprimulgus aegyptius,2022,Egyptian Nightjar
sp,07820,Antrostomus carolinensis,02.06.2008,,Caprimulgus carolinensis,1961,Chuck-will's-widow
sp,07830,Antrostomus vociferus,10.01.2024,Excludes Antrostomus arizonae,Caprimulgus vociferus,1984,Eastern Whip-poor-will
a,07839,Caprimulgidae sp.,02.06.2008,Extent of the code has changed over time. Setopagus sp.; Antrostomus sp. Were included.,Caprimulgus spp.,NA,NA
sp,07840,Phalaenoptilus nuttallii,02.06.2008,,Phalaenoptilus nuttallii,1954,Common Poorwill
sp,07850,Nyctidromus albicollis,02.06.2008,,Nyctidromus albicollis,1882,Pauraque
sp,07860,Chordeiles minor,02.06.2008,,Chordeiles minor,1848,Common Nighthawk
sp,07870,Chordeiles acutipennis,02.06.2008,,Chordeiles acutipennis,1839,Lesser Nighthawk
sp,07880,Cypseloides niger,02.06.2008,,Cypseloides niger,2268,American Black Swift
sp,07890,Aerodramus brevirostris,02.06.2008,,Collocalia brevirostris,2379,Himalayan Swiftlet
sp,07900,Chaetura pelagica,02.06.2008,,Chaetura pelagica,2513,Chimney Swift
sp,07910,Chaetura vauxi,10.01.2024,Excludes Chaetura andrei,Chaetura vauxi,2514,Vaux's Swift
sp,07920,Hirundapus caudacutus,02.06.2008,,Hirundapus caudacutus,2480,White-throated Needletail
sp,07930,Apus alexandri,02.06.2008,,Apus alexandri,2596,Cape Verde Swift
sp,07940,Apus unicolor,02.06.2008,,Apus unicolor,2601,Plain Swift
sp,07950,Apus apus,02.06.2008,,Apus apus,2598,Common Swift
sp,07960,Apus pallidus,02.06.2008,,Apus pallidus,2606,Pallid Swift
sp,07970,Apus pacificus,10.01.2024,Excludes Apus salimalii; Apus leuconyx and Apus cooki,Apus pacificus,2628,Pacific Swift
sp,07980,Tachymarptis melba,02.06.2008,,Apus melba,2576,Alpine Swift
sp,07990,Apus caffer,02.06.2008,,Apus caffer,2656,White-rumped Swift
sp,08000,Apus affinis,02.06.2008,,Apus affinis,2639,Little Swift
a,08009,Apus sp.,02.06.2008,Extent of code has changed over time. Tachymarptis sp.; Nettapus sp.; Neafrapus sp. were included.,Apus spp.,NA,NA
sp,08010,Aeronautes saxatalis,02.06.2008,,Aeronautes saxatilis,2538,White-throated Swift
sp,08020,Cypsiurus parvus,02.06.2008,,Cypsiurus parvus,2561,African Palm Swift
sp,08030,Riccordia ricordii,02.06.2008,,Chlorostilbon ricordii,3340,Cuban Emerald
sp,08040,Cynanthus latirostris,02.06.2008,,Cynanthus latirostris,3348,Broad-billed Hummingbird
sp,08050,Basilinna xantusii,02.06.2008,,Hylocharis xantusii,3406,Xantus's Hummingbird
sp,08060,Basilinna leucotis,02.06.2008,,Hylocharis leucotis,3402,White-eared Hummingbird
sp,08070,Saucerottia beryllina,02.06.2008,,Amazilia beryllina,3557,Berylline Hummingbird
sp,08080,Amazilia yucatanensis,02.06.2008,,Amazilia yucatanensis,3607,Buff-bellied Hummingbird
sp,08090,Amazilia tzacatl,02.06.2008,,Amazilia tzacatl,3611,Rufous-tailed Hummingbird
sp,08100,Ramosomyia violiceps,10.01.2024,,Amazilia violiceps,3541,Violet-crowned Hummingbird
sp,08110,Lampornis clemenciae,02.06.2008,,Lampornis clemenciae,3238,Blue-throated Mountaingem
sp,08120,Eugenes fulgens,10.01.2024,Excludes Eugenes spectabilis,Eugenes fulgens,3218,Rivoli's Hummingbird
sp,08130,Nesophlox evelynae,10.01.2024,Excludes Nesophlox lyrura,Calliphlox evelynae,3308,Bahama Woodstar
sp,08140,Calothorax lucifer,02.06.2008,,Calothorax lucifer,3300,Lucifer Sheartail
sp,08150,Archilochus colubris,02.06.2008,,Archilochus colubris,3303,Ruby-throated Hummingbird
sp,08160,Archilochus alexandri,02.06.2008,,Archilochus alexandri,3302,Black-chinned Hummingbird
sp,08170,Calypte costae,02.06.2008,,Archilochus costae,3314,Costa's Hummingbird
sp,08180,Calypte anna,02.06.2008,,Archilochus anna,3313,Anna's Hummingbird
sp,08190,Selasphorus calliope,02.06.2008,,Stellula calliope,3315,Calliope Hummingbird
sp,08200,Selasphorus heloisa,02.06.2008,,Atthis heloisa,3325,Bumblebee Hummingbird
sp,08210,Selasphorus platycercus,02.06.2008,,Selasphorus platycercus,3322,Broad-tailed Hummingbird
sp,08220,Selasphorus rufus,02.06.2008,,Selasphorus rufus,3318,Rufous Hummingbird
sp,08230,Selasphorus sasin,02.06.2008,,Selasphorus sasin,3319,Allen's Hummingbird
sp,08240,Trogon mexicanus,02.06.2008,,Trogon mexicanus,9993,Mountain Trogon
sp,08250,Trogon elegans,02.06.2008,,Trogon elegans,9986,Elegant Trogon
sp,08260,Halcyon coromanda,02.06.2008,,Halcyon coromanda,10396,Ruddy Kingfisher
sp,08270,Halcyon smyrnensis,02.06.2008,Excludes Halcyon gularis,Halcyon smyrnensis,10408,White-throated Kingfisher
sp,08280,Halcyon pileata,02.06.2008,,Halcyon pileata,10422,Black-capped Kingfisher
sp,08290,Halcyon leucocephala,02.06.2008,,Halcyon leucocephala,10423,Grey-headed Kingfisher
sp,08300,Todiramphus cinnamominus,02.06.2008,Code previously attributed strictly to the extinct and now regarded as doubtful valid ssp miyakoensis,Halcyon miyakoensis,10536,Guam Kingfisher
sp,08310,Alcedo atthis,02.06.2008,,Alcedo atthis,10642,Common Kingfisher
sp,08320,Chloroceryle americana,02.06.2008,,Chloroceryle americana,10743,Green Kingfisher
sp,08330,Ceryle rudis,02.06.2008,,Ceryle rudis,10770,Pied Kingfisher
sp,08340,Megaceryle alcyon,02.06.2008,,Ceryle alcyon,10767,Belted Kingfisher
sp,08350,Megaceryle torquata,02.06.2008,,Ceryle torquata,10763,Ringed Kingfisher
