Status,EURING_Code,Current_Name,Date_Updated,Notes,Old_Name,IOC,English_Name
sp,08360,Megaceryle lugubris,02.06.2008,,Ceryle lugubris,10755,Crested Kingfisher
sp,08370,Merops albicollis,02.06.2008,,Merops albicollis,10883,White-throated Bee-eater
a,08380,Merops orientalis sensu lato,02.06.2008,Includes Merops viridissimus; Merops cyanophrys,Merops orientalis,NA,NA
sp,08381,Merops cyanophrys,09.02.2026,,,10889,Arabian Green Bee-eater
a,08390,Merops superciliosus sensu lato,02.06.2008,Includes Merops persicus,Merops superciliosus,NA,NA
sp,08391,Merops superciliosus,02.06.2008,Excludes Merops persicus,Merops superciliosus superciliosus,10901,Olive Bee-eater
ssp,08392,Merops persicus chrysocercus,02.06.2008,,Merops superciliosus chrysocercus,10900,NA
ssp,08393,Merops persicus persicus,02.06.2008,,Merops superciliosus persicus,10899,NA
sp,08400,Merops apiaster,02.06.2008,,Merops apiaster,10918,European Bee-eater
sp,08410,Coracias garrulus,02.06.2008,,Coracias garrulus,10245,European Roller
sp,08420,Coracias abyssinicus,02.06.2008,,Coracias abyssinicus,10244,Abyssinian Roller
sp,08430,Coracias benghalensis,02.06.2008,,Coracias benghalensis,10232,Indian Roller
sp,08440,Eurystomus glaucurus,02.06.2008,,Eurystomus glaucurus,10252,Broad-billed Roller
sp,08450,Eurystomus orientalis,02.06.2008,,Eurystomus orientalis,10259,Oriental Dollarbird
sp,08460,Upupa epops,02.06.2008,,Upupa epops,10020,Eurasian Hoopoe
ssp,08461,Upupa epops epops,02.06.2008,,Upupa epops epops,10021,NA
ssp,08462,Upupa epops ceylonensis,02.06.2008,,Upupa epops ceylonensis,10024,NA
ssp,08463,Upupa epops longirostris,02.06.2008,,Upupa epops longirostris,10025,NA
ssp,08464,Upupa epops major,02.06.2008,,Upupa epops major,10026,NA
ssp,08465,Upupa epops senegalensis,02.06.2008,,Upupa epops senegalensis,10027,NA
ssp,08466,Upupa epops waibeli,02.06.2008,,Upupa epops waibeli,10028,NA
ssp,08467,Upupa epops africana,26.03.2025,,Upupa epops africana,10030,NA
sp,08468,Upupa marginata,02.06.2008,,Upupa epops marginata,10031,Madagascar Hoopoe
sp,08470,Lophoceros nasutus,02.06.2008,,Tockus nasutus,10115,African Grey Hornbill
sp,08480,Jynx torquilla,02.06.2008,,Jynx torquilla,11654,Eurasian Wryneck
ssp,08481,Jynx torquilla torquilla,02.06.2008,,Jynx torquilla torquilla,11655,NA
ssp,08482,Jynx torquilla tschusii,02.06.2008,,Jynx torquilla tschusii,11660,NA
ssp,08483,Jynx torquilla sarudnyi,02.06.2008,,Jynx torquilla sarudnyi,11656,NA
ssp,08484,Jynx torquilla chinensis,02.06.2008,,Jynx torquilla chinensis,11657,NA
ssp,08485,Jynx torquilla himalayana,02.06.2008,,Jynx torquilla himalayana,11659,NA
ssp,08486,Jynx torquilla mauretanica,02.06.2008,,Jynx torquilla mauretanica,11661,NA
sp,08490,Picumnus innominatus,02.06.2008,,Picumnus innominatus,11668,Speckled Piculet
sp,08500,Colaptes auratus,22.11.2024,Excludes Colaptes mexicanoides,Colaptes auratus,12423,Northern Flicker
ssp,08510,Colaptes auratus cafer,02.06.2008,,Colaptes cafer,12425,NA
sp,08520,Colaptes chrysoides,02.06.2008,,Colaptes chrysoides,12440,Gilded Flicker
sp,08530,Picus chlorolophus,02.06.2008,,Picus chlorolophus,12613,Lesser Yellownape
sp,08540,Chrysophlegma flavinucha,02.06.2008,,Picus flavinucha,12602,Greater Yellownape
sp,08550,Picus canus,02.06.2008,,Picus canus,12666,Grey-headed Woodpecker
a,08560,Picus viridis sensu lato,02.06.2008,Includes Picus sharpei,Picus viridis,NA,NA
sp,08561,Picus viridis,02.06.2008,Excludes Picus sharpei and Picus vaillantii,Picus viridis viridis,12647,European Green Woodpecker
sp,08562,Picus sharpei,02.06.2008,,Picus viridis sharpei,12658,Iberian Green Woodpecker
sp,08570,Picus vaillantii,02.06.2008,,Picus vaillantii,12660,Levaillant's Woodpecker
sp,08580,Picus awokera,02.06.2008,,Picus awokera,12643,Japanese Green Woodpecker
sp,08590,Picus squamatus,02.06.2008,,Picus squamatus,12640,Scaly-bellied Woodpecker
sp,08600,Dendrocopos noguchii,02.06.2008,,Sapheopipo noguchii,12313,Okinawa Woodpecker
sp,08610,Dinopium benghalense,02.06.2008,,Dinopium benghalense,12698,Black-rumped Flameback
sp,08620,Dryocopus pileatus,02.06.2008,,Dryocopus pileatus,12532,Pileated Woodpecker
sp,08630,Dryocopus martius,02.06.2008,,Dryocopus martius,12556,Black Woodpecker
sp,08640,Dryocopus javensis,02.06.2008,,Dryocopus javensis,12537,White-bellied Woodpecker
sp,08650,Melanerpes carolinus,02.06.2008,,Centurus carolinus,11859,Red-bellied Woodpecker
sp,08660,Melanerpes aurifrons,02.06.2008,,Centurus aurifrons,11843,Golden-fronted Woodpecker
sp,08670,Melanerpes uropygialis,02.06.2008,,Centurus uropygialis,11833,Gila Woodpecker
sp,08680,Melanerpes superciliaris,02.06.2008,,Centurus superciliaris,11863,West Indian Woodpecker
sp,08690,Melanerpes erythrocephalus,02.06.2008,,Melanerpes erythrocephalus,11788,Red-headed Woodpecker
sp,08700,Melanerpes formicivorus,02.06.2008,,Melanerpes formicivorus,11791,Acorn Woodpecker
sp,08710,Melanerpes lewis,02.06.2008,,Asyndesmus lewis,11785,Lewis's Woodpecker
sp,08720,Sphyrapicus varius,02.06.2008,,Sphyrapicus varius,11874,Yellow-bellied Sapsucker
sp,08730,Sphyrapicus nuchalis,02.06.2008,,Sphyrapicus nuchalis,11876,Red-naped Sapsucker
sp,08740,Sphyrapicus ruber,02.06.2008,,Sphyrapicus ruber,11878,Red-breasted Sapsucker
sp,08750,Sphyrapicus thyroideus,02.06.2008,,Sphyrapicus thyroideus,11871,Williamson's Sapsucker
sp,08760,Dendrocopos major,02.06.2008,,Dendrocopos major,12282,Great Spotted Woodpecker
ssp,08761,Dendrocopos major major,02.06.2008,,Dendrocopos major major,12283,NA
sp,08770,Dendrocopos leucopterus,02.06.2008,,Dendrocopos leucopterus,12276,White-winged Woodpecker
sp,08780,Dendrocopos syriacus,02.06.2008,,Dendrocopos syriacus,12271,Syrian Woodpecker
sp,08790,Dendrocopos assimilis,02.06.2008,,Dendrocopos assimilis,12270,Sind Woodpecker
sp,08800,Dendrocopos himalayensis,02.06.2008,,Dendrocopos himalayensis,12267,Himalayan Woodpecker
sp,08810,Dendrocopos darjellensis,02.06.2008,,Dendrocopos darjellensis,12264,Darjeeling Woodpecker
sp,08820,Dryobates cathpharius,02.06.2008,Excludes Dryobates pernyii,Dendrocopos cathpharius,12128,Crimson-naped Woodpecker
sp,08830,Dendrocoptes medius,02.06.2008,,Dendrocopos medius,12020,Middle Spotted Woodpecker
sp,08840,Dendrocopos leucotos,02.06.2008,,Dendrocopos leucotos,12314,White-backed Woodpecker
sp,08850,Dendrocopos hyperythrus,02.06.2008,,Dendrocopos hyperythrus,12248,Rufous-bellied Woodpecker
sp,08860,Dendrocoptes auriceps,02.06.2008,,Dendrocopos auriceps,12017,Brown-fronted Woodpecker
sp,08870,Dryobates minor,02.06.2008,,Dendrocopos minor,12136,Lesser Spotted Woodpecker
sp,08880,Yungipicus canicapillus,02.06.2008,,Dendrocopos canicapillus,11952,Grey-capped Pygmy Woodpecker
sp,08890,Yungipicus kizuki,02.06.2008,,Dendrocopos kizuki,11984,Japanese Pygmy Woodpecker
sp,08900,Dendrocoptes dorae,02.06.2008,,Dendrocopos dorae,12016,Arabian Woodpecker
sp,08910,Dryobates scalaris,02.06.2008,,Dendrocopos scalaris,12102,Ladder-backed Woodpecker
sp,08920,Dryobates nuttallii,02.06.2008,,Dendrocopos nuttallii,12101,Nuttall's Woodpecker
sp,08930,Dryobates pubescens,02.06.2008,,Dendrocopos pubescens,12118,Downy Woodpecker
sp,08940,Leuconotopicus borealis,02.06.2008,,Dendrocopos borealis,12206,Red-cockaded Woodpecker
sp,08950,Leuconotopicus arizonae,02.06.2008,,Dendrocopos arizonae,12217,Arizona Woodpecker
sp,08960,Leuconotopicus villosus,02.06.2008,,Dendrocopos villosus,12223,Hairy Woodpecker
sp,08970,Leuconotopicus albolarvatus,02.06.2008,,Dendrocopos albolarvatus,12245,White-headed Woodpecker
a,08979,Dendrocopos sp.,02.06.2008,Extent of code haschanged over time. All former Dendrocopos species were included.,Dendrocopos sp.,NA,NA
sp,08980,Picoides tridactylus,02.06.2008,Excludes Picoides dorsalis,Dendrocopos tridactylus,12000,Eurasian Three-toed Woodpecker
sp,08990,Picoides arcticus,02.06.2008,,Dendrocopos arcticus,12015,Black-backed Woodpecker
sp,09000,Campephilus principalis,02.06.2008,Probably extinct,Campephilus principalis,12586,Ivory-billed Woodpecker
sp,09010,Campephilus imperialis,02.06.2008,Probably extinct,Campephilus imperialis,12590,Imperial Woodpecker
sp,09020,Xiphorhynchus flavigaster,02.06.2008,,Xiphorhynchus flavigaster,14767,Ivory-billed Woodcreeper
sp,09030,Lepidocolaptes leucogaster,02.06.2008,,Lepidocolaptes leucogaster,14847,White-striped Woodcreeper
sp,09040,Pachyramphus aglaiae,02.06.2008,,Pachyramphus aglaiae,18625,Rose-throated Becard
sp,09050,Tityra semifasciata,02.06.2008,,Tityra semifasciata,18503,Masked Tityra
sp,09060,Myiopagis viridicata,02.06.2008,,Myiopagis viridicata,16916,Greenish Elaenia
sp,09070,Elaenia martinica,02.06.2008,,Elaenia martinica,16934,Caribbean Elaenia
sp,09080,Camptostoma imberbe,02.06.2008,,Camptostoma imberbe,16998,Northern Beardless Tyrannulet
sp,09090,Sayornis phoebe,02.06.2008,,Sayornis phoebe,17644,Eastern Phoebe
sp,09100,Sayornis nigricans,02.06.2008,,Sayornis nigricans,17645,Black Phoebe
sp,09110,Sayornis saya,02.06.2008,,Sayornis saya,17652,Say's Phoebe
sp,09120,Pyrocephalus rubinus,02.06.2008,Excludes Pyrocephalus obscurus,Pyrocephalus rubinus,17762,Scarlet Flycatcher
sp,09130,Empidonax flaviventris,02.06.2008,,Empidonax flaviventris,17721,Yellow-bellied Flycatcher
sp,09140,Empidonax virescens,02.06.2008,,Empidonax virescens,17722,Acadian Flycatcher
sp,09150,Empidonax minimus,02.06.2008,,Empidonax minimus,17733,Least Flycatcher
sp,09160,Empidonax hammondii,02.06.2008,,Empidonax hammondii,17734,Hammond's Flycatcher
sp,09170,Empidonax oberholseri,02.06.2008,,Empidonax oberholseri,17735,American Dusky Flycatcher
sp,09180,Empidonax wrightii,02.06.2008,,Empidonax wrightii,17736,American Grey Flycatcher
sp,09190,Empidonax affinis,02.06.2008,,Empidonax affinis,17737,Pine Flycatcher
sp,09200,Empidonax difficilis,02.06.2008,Includes Empidonax occidentalis,Empidonax difficilis,17743,Western Flycatcher
sp,09210,Empidonax albigularis,02.06.2008,,Empidonax albigularis,17729,White-throated Flycatcher
sp,09220,Empidonax traillii,02.06.2008,,Empidonax traillii,17723,Willow Flycatcher
sp,09230,Empidonax alnorum,02.06.2008,,Empidonax alnorum,17728,Alder Flycatcher
sp,09240,Empidonax fulvifrons,02.06.2008,,Empidonax fulvifrons,17754,Buff-breasted Flycatcher
sp,09250,Xenotriccus mexicanus,02.06.2008,,Xenotriccus mexicanus,17643,Pileated Flycatcher
sp,09260,Mitrephanes phaeocercus,02.06.2008,,Mitrephanes phaeocercus,17656,Northern Tufted Flycatcher
sp,09270,Contopus caribaeus,02.06.2008,,Contopus caribaeus,17707,Cuban Pewee
sp,09280,Contopus pertinax,02.06.2008,,Contopus pertinax,17669,Greater Pewee
sp,09290,Contopus sordidulus,02.06.2008,,Contopus sordidulus,17683,Western Wood Pewee
sp,09300,Contopus virens,02.06.2008,,Contopus virens,17691,Eastern Wood Pewee
sp,09310,Contopus cooperi,02.06.2008,,Contopus borealis,17668,Olive-sided Flycatcher
sp,09320,Myiarchus tuberculifer,02.06.2008,,Myiarchus tuberculifer,18115,Dusky-capped Flycatcher
sp,09330,Myiarchus nuttingi,02.06.2008,,Myiarchus nuttingi,18152,Nutting's Flycatcher
sp,09340,Myiarchus cinerascens,02.06.2008,,Myiarchus cinerascens,18149,Ash-throated Flycatcher
sp,09350,Myiarchus stolidus,02.06.2008,,Myiarchus stolidus,18173,Stolid Flycatcher
sp,09360,Myiarchus tyrannulus,02.06.2008,,Myiarchus tyrannulus,18158,Brown-crested Flycatcher
sp,09370,Myiarchus crinitus,02.06.2008,,Myiarchus crinitus,18157,Great Crested Flycatcher
sp,09380,Myiodynastes luteiventris,02.06.2008,,Myiodynastes luteiventris,18030,Sulphur-bellied Flycatcher
sp,09390,Myiozetetes similis,02.06.2008,,Myiozetetes similis,17983,Social Flycatcher
sp,09400,Pitangus sulphuratus,02.06.2008,,Pitangus sulphuratus,17998,Great Kiskadee
sp,09410,Tyrannus vociferans,02.06.2008,,Tyrannus vociferans,18062,Cassin's Kingbird
sp,09420,Tyrannus verticalis,02.06.2008,,Tyrannus verticalis,18068,Western Kingbird
sp,09430,Tyrannus crassirostris,02.06.2008,,Tyrannus crassirostris,18065,Thick-billed Kingbird
sp,09440,Tyrannus couchii,02.06.2008,,Tyrannus couchii,18061,Couch's Kingbird
sp,09450,Tyrannus dominicensis,02.06.2008,,Tyrannus dominicensis,18076,Grey Kingbird
sp,09460,Tyrannus cubensis,02.06.2008,,Tyrannus cubensis,18079,Giant Kingbird
sp,09470,Tyrannus caudifasciatus,02.06.2008,,Tyrannus caudifasciatus,18080,Loggerhead Kingbird
sp,09480,Tyrannus tyrannus,02.06.2008,,Tyrannus tyrannus,18075,Eastern Kingbird
o,09490,Obsolete code,02.06.2008,Duplicated species; use 09480,Muscivora tyrannus,NA,NA
sp,09500,Tyrannus forficatus,02.06.2008,,Muscivora forficata,18069,Scissor-tailed Flycatcher
sp,09510,Pitta brachyura,02.06.2008,,Pitta brachyura,14398,Indian Pitta
a,09520,Mirafra javanica cantillans,04.03.2023,,Mirafra cantillans,24138,NA
sp,09521,Mirafra javanica,04.03.2023,,,24133,Singing Bush Lark
sp,09530,Eremopterix nigriceps,02.06.2008,,Eremopterix nigriceps,24044,Black-crowned Sparrow-Lark
sp,09540,Eremalauda dunni,18.10.2024,Excludes Eremalauda eremodites,Eremalauda dunni,24472,Dunn's Lark
sp,09550,Ammomanes cinctura,02.06.2008,,Ammomanes cincturus,24034,Bar-tailed Lark
sp,09560,Ammomanes phoenicura,02.06.2008,,Ammomanes phoenicurus,24039,Rufous-tailed Lark
sp,09570,Ammomanes deserti,02.06.2008,,Ammomanes deserti,24008,Desert Lark
sp,09580,Alaemon alaudipes,02.06.2008,,Alaemon alaudipes,23955,Greater Hoopoe-Lark
sp,09590,Chersophilus duponti,02.06.2008,,Chersophilus duponti,24469,Dupont's Lark
sp,09600,Ramphocoris clotbey,02.06.2008,,Ramphocoris clotbey,24007,Thick-billed Lark
sp,09610,Melanocorypha calandra,02.06.2008,,Melanocorypha calandra,24459,Calandra Lark
sp,09620,Melanocorypha bimaculata,02.06.2008,,Melanocorypha bimaculata,24455,Bimaculated Lark
o,09621,Melanocorypha bimaculata bimaculata,18.10.2024,Ssp no longer recognized,Melanocorypha bimaculata bimaculata,NA,NA
o,09622,Melanocorypha bimaculata refescens,18.10.2024,Ssp no longer recognized,Melanocorypha bimaculata refescens,NA,NA
sp,09630,Melanocorypha maxima,02.06.2008,,Melanocorypha maxima,24466,Tibetan Lark
sp,09640,Melanocorypha mongolica,02.06.2008,,Melanocorypha mongolica,24465,Mongolian Lark
sp,09650,Alauda leucoptera,02.06.2008,,Melanocorypha leucoptera,24277,White-winged Lark
sp,09660,Melanocorypha yeltoniensis,02.06.2008,,Melanocorypha yeltoniensis,24464,Black Lark
sp,09670,Calandrella cinerea,02.06.2008,,Calandrella cinerea,24434,Red-capped Lark
sp,09680,Calandrella brachydactyla,02.06.2008,,Calandrella brachydactyla,24446,Greater Short-toed Lark
sp,09690,Calandrella acutirostris,02.06.2008,,Calandrella acutirostris,24421,Hume's Short-toed Lark
sp,09691,Calandrella eremica,09.02.2026,,,24431,Rufous-capped Lark
a,09700,Alaudala rufescens s. lato,18.10.2024,Includes Alaudala heinei,Calandrella rufescens,NA,NA
ssp,09701,Alaudala rufescens rufescens,02.06.2008,,Calandrella rufescens rufescens,24494,NA
sp,09702,Alaudala cheleensis,18.10.2024,,Calandrella rufescens cheleensis,24476,Asian Short-toed Lark
sp,09703,Alaudala rufescens,18.10.2024,Excludes Alaudala heinei,,24493,Mediterranean Short-toed Lark
sp,09710,Alaudala raytal,02.06.2008,,Calandrella raytal,24504,Sand Lark
sp,09720,Galerida cristata,18.10.2024,Excludes Galerida macrorhyncha,Galerida cristata,24334,Crested Lark
sp,09730,Galerida theklae,02.06.2008,,Galerida theklae,24320,Thekla's Lark
a,09739,Galerida sp.,02.06.2008,,Galerida sp.,NA,NA
sp,09740,Lullula arborea,02.06.2008,,Lullula arborea,24252,Woodlark
sp,09750,Alauda gulgula,02.06.2008,,Alauda gulgula,24279,Oriental Skylark
sp,09760,Alauda arvensis,02.06.2008,,Alauda arvensis,24293,Eurasian Skylark
sp,09770,Alauda razae,02.06.2008,,Alauda razae,24278,Raso Lark
sp,09780,Eremophila alpestris,02.06.2008,,Eremophila alpestris,24375,Horned Lark
sp,09790,Eremophila bilopha,02.06.2008,,Eremophila bilopha,24420,Temminck's Lark
a,09799,Alaudidae sp.,02.06.2008,,Alauda sp.,NA,NA
sp,09800,Riparia paludicola,18.10.2024,Excludes Riparia chinensis,Riparia paludicola,25105,Brown-throated Martin
sp,09810,Riparia riparia,02.06.2008,,Riparia riparia,25118,Sand Martin
ssp,09811,Riparia riparia riparia,09.11.2009,,Riparia riparia riparia,25119,NA
ssp,09812,Riparia riparia ijimae,09.11.2009,,Riparia riparia ijimae,25122,NA
sp,09813,Riparia diluta,09.11.2009,,Riparia riparia diluta,25125,Pale Martin
ssp,09814,Riparia riparia shelleyi,09.11.2009,,Riparia riparia shelleyi,25123,NA
sp,09820,Stelgidopteryx ruficollis,02.06.2008,,Stelgidopteryx ruficollis,25182,Southern Rough-winged Swallow
sp,09830,Tachycineta bicolor,02.06.2008,,Tachycineta bicolor,25132,Tree Swallow
sp,09840,Tachycineta albilinea,02.06.2008,,Tachycineta albilinea,25137,Mangrove Swallow
sp,09850,Tachycineta thalassina,02.06.2008,,Tachycineta thalassina,25147,Violet-green Swallow
sp,09860,Tachycineta cyaneoviridis,02.06.2008,,Tachycineta cyaneoviridis,25146,Bahama Swallow
sp,09870,Progne chalybea,02.06.2008,,Progne chalybea,25164,Grey-breasted Martin
sp,09880,Progne dominicensis,02.06.2008,,Progne dominicensis,25172,Caribbean Martin
sp,09890,Progne subis,02.06.2008,,Progne subis,25158,Purple Martin
a,09900,Ptyonopogne fuligula sensu lato,22.11.2024,Includes Ptyonopogne obsoleta and Ptyonopogne rufigularis,Ptyonoprogne fuligula,NA,NA
sp,09901,Ptyonoprogne obsoleta,22.11.2024,,,25211,Pale Crag Martin
sp,09910,Ptyonoprogne rupestris,02.06.2008,,Ptyonoprogne rupestris,25208,Eurasian Crag Martin
sp,09920,Hirundo rustica,02.06.2008,,Hirundo rustica,25255,Barn Swallow
ssp,09921,Hirundo rustica rustica,05.07.2016,,Hirundo rustica rustica,25256,NA
ssp,09922,Hirundo rustica transitiva,05.07.2016,,Hirundo rustica transitiva,25258,NA
sp,09930,Hirundo tahitica,22.11.2024,Excludes Hirundo dominica and Hirundo javanica,Hirundo tahitica,25247,Tahiti Swallow
sp,09940,Hirundo smithii,02.06.2008,,Hirundo smithii,25278,Wire-tailed Swallow
sp,09950,Cecropis rufula,26.03.2025,Extend of code may have changed over time since it included Cecropis rufula.,Hirundo daurica,25295,European Red-rumped Swallow
sp,09951,Cecropis daurica,26.03.2025,Includes Cecropis striolata no longer recognized as species; but excludesCecropis rufula,Hirundo daurica daurica,25297,Eastern Red-rumped Swallow
ssp,09952,Cecropis melanocrissus domicella,22.11.2024,,Hirundo daurica domicella,25310,NA
sp,09953,Cecropis melanocrissus,22.11.2024,Includes Cecropis melanocrissus domicella,,25308,African Red-rumped Swallow
sp,09960,Petrochelidon fluvicola,02.06.2008,,Hirundo fluvicola,25338,Streak-throated Swallow
sp,09970,Petrochelidon fulva,02.06.2008,,Hirundo fulva,25350,Cave Swallow
sp,09980,Petrochelidon pyrrhonota,02.06.2008,,Hirundo pyrrhonota,25344,American Cliff Swallow
sp,09990,Delichon nipalense,02.06.2008,,Delichon nipalensis,25291,Nepal House Martin
sp,10000,Delichon dasypus,02.06.2008,,Delichon dasypus,25287,Asian House Martin
sp,10010,Delichon urbicum,18.10.2024,Excludes Delichon lagopodum,Delichon urbica,25282,Western House Martin
a,10019,Hirundinidae sp.,02.06.2008,,Hirundinidae sp.,NA,NA
sp,10020,Anthus richardi,02.06.2008,,Anthus richardi,33959,Richard's Pipit
sp,10030,Anthus sylvanus,02.06.2008,,Anthus sylvanus,34096,Upland Pipit
sp,10040,Anthus godlewskii,02.06.2008,,Anthus godlewskii,34007,Blyth's Pipit
sp,10050,Anthus campestris,02.06.2008,,Anthus campestris,34008,Tawny Pipit
sp,10060,Anthus berthelotii,02.06.2008,,Anthus berthelotii,34097,Berthelot's Pipit
sp,10070,Anthus similis,07.11.2024,Excludes Anthus nicholsoni,Anthus similis,34012,Long-billed Pipit
sp,10080,Anthus hodgsoni,02.06.2008,,Anthus hodgsoni,34071,Olive-backed Pipit
sp,10090,Anthus trivialis,02.06.2008,,Anthus trivialis,34067,Tree Pipit
sp,10100,Anthus gustavi,02.06.2008,,Anthus gustavi,34075,Pechora Pipit
sp,10110,Anthus pratensis,02.06.2008,,Anthus pratensis,34064,Meadow Pipit
sp,10120,Anthus cervinus,02.06.2008,,Anthus cervinus,34080,Red-throated Pipit
sp,10130,Anthus roseatus,02.06.2008,,Anthus roseatus,34079,Rosy Pipit
a,10140,Anthus petrosus/spinoletta,02.06.2008,,Anthus spinoletta,NA,NA
sp,10141,Anthus spinoletta,07.11.2024,Extend of code may have change over time since Anthus spinoletta coutellii and Anthus spinoletta blackistoni were not included in the past.,Anthus spinoletta spinoletta,34087,Water Pipit
ssp,10142,Anthus petrosus petrosus,07.11.2024,,Anthus spinoletta petrosus,34092,NA
ssp,10143,Anthus petrosus littoralis,02.06.2008,,Anthus spinoletta littoralis,34094,NA
sp,10144,Anthus rubescens,22.11.2024,Excludes Anthus japonicus,Anthus spinoletta rubescens,34083,American Pipit
sp,10145,Anthus petrosus,07.11.2024,,,34091,European Rock Pipit
sp,10146,Anthus japonicus,22.11.2024,,,34081,Siberian Pipit
sp,10150,Anthus spragueii,02.06.2008,,Anthus spragueii,34123,Sprague's Pipit
a,10159,Anthus sp.,02.06.2008,,Anthus spp.,NA,NA
