Totaal,Handsoorten,,"Terug-
vangst",Landen,,Kleurring,Locaties,Vangmethoden,Aantal zelf geringd,,,,,
,80,,,4,,5,8,8,,21,uniek,71,5,21
3739,,,942,,,200,,,1718,76,door mij,1718,91,76
Datum,Soort,"Nieuwe
projectsoort","Terug-
vangst",Buitenland,Ringnummer,Kleurring,Locatie,Vangmethode,Ringer,"Zoönose
door mij",Bijzonderheid,Ringsoorten,Kleurring,Zoönose
,,,j,land,,kleurcode,,,,j,,,,
01-05-2022,Tjiftjaf,71,j,,AKN851,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Tjiftjaf,,
01-05-2022,Tjiftjaf,72,j,,10074A,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Tjiftjaf,,
01-05-2022,Tjiftjaf,73,j,,10099A,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Tjiftjaf,,
01-05-2022,Tjiftjaf,74,j,,10062A,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Tjiftjaf,,
01-05-2022,Tjiftjaf,75,j,,AKN482,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Tjiftjaf,,
01-05-2022,Tjiftjaf,76,,,AKN857,,"De Haar, Utrecht",Mistnet,Tom Squires,,,,,
01-05-2022,Tjiftjaf,77,,,AKN858,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Tjiftjaf,,
01-05-2022,Tjiftjaf,78,,,AKN860,,"De Haar, Utrecht",Mistnet,Henk Lichtenbelt,,,,,
01-05-2022,Roodborst,96,j,,BJ72858,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
01-05-2022,Roodborst,97,j,,BJ73025,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Roodborst,,
01-05-2022,Roodborst,98,j,,BJ73135,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Roodborst,,
01-05-2022,Roodborst,99,j,,BJ73238,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Roodborst,,
01-05-2022,Roodborst,100,j,,BJ72858,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Roodborst,,
01-05-2022,Roodborst,101,j,,BJ73237,,"De Haar, Utrecht",Mistnet,Henk Lichtenbelt,,,,,
01-05-2022,Roodborst,102,,,BJ73246,,"De Haar, Utrecht",Mistnet,Tom Squires,,,,,
01-05-2022,Roodborst,103,,,BJ73255,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Roodborst,,
01-05-2022,Roodborst,104,,,BJ73260,,"De Haar, Utrecht",Mistnet,Tom Squires,,,,,
01-05-2022,Pimpelmees,223,j,,BJ72916,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Pimpelmees,,
01-05-2022,Zwartkop,287,j,,BJ72723,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Zwartkop,,
01-05-2022,Zwartkop,288,j,,BJ72727,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Zwartkop,,
01-05-2022,Zwartkop,289,j,,BJ73526,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Zwartkop,,
01-05-2022,Zwartkop,290,j,,BJ72723,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Zwartkop,,
01-05-2022,Zwartkop,291,j,,BG28113,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Zwartkop,,
01-05-2022,Zwartkop,292,j,,BG32548,,"De Haar, Utrecht",Mistnet,Suzanne Sterken,,,,,
01-05-2022,Zwartkop,293,j,,BJ75141,,"De Haar, Utrecht",Mistnet,Suzanne Sterken,,,,,
01-05-2022,Zwartkop,294,,,BJ73247,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Zwartkop,,
01-05-2022,Zwartkop,295,,,BJ73248,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Zwartkop,,
01-05-2022,Zwartkop,296,,,BJ73249,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Zwartkop,,
01-05-2022,Zwartkop,297,,,BJ73250,,"De Haar, Utrecht",Mistnet,Tom Squires,,,,,
01-05-2022,Zwartkop,298,,,BJ73252,,"De Haar, Utrecht",Mistnet,Tom Squires,,,,,
01-05-2022,Zwartkop,299,,,BJ73254,,"De Haar, Utrecht",Mistnet,Tom Squires,,,,,
01-05-2022,Zwartkop,300,,,BJ73258,,"De Haar, Utrecht",Mistnet,Tom Squires,,,,,
01-05-2022,Zwartkop,301,,,BJ73261,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Zwartkop,,
01-05-2022,Koolmees,306,j,,PR0007,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Koolmees,,
01-05-2022,Koolmees,307,j,,BG33671,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Koolmees,,
01-05-2022,Koolmees,308,j,,BJ72779,,"De Haar, Utrecht",Mistnet,Henk Lichtenbelt,,,,,
01-05-2022,Koolmees,309,j,,BG33664,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Koolmees,,
01-05-2022,Koolmees,310,,,BJ73259,,"De Haar, Utrecht",Mistnet,Tom Squires,,,,,
22-05-2022,Grote Bonte Specht,15,,,L588764,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,j,,Grote Bonte Specht,,Grote Bonte Specht
22-05-2022,Heggenmus,24,j,,BJ47769,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Heggenmus,,
22-05-2022,Grasmus,26,j,,BP56014,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
22-05-2022,Zanglijster,30,j,,L588758,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zanglijster,,
22-05-2022,Zanglijster,31,j,,L588755,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
22-05-2022,Tuinfluiter,35,j,,BJ47594,,"Hackfort, Vorden",Mistnet,Dennis Massen,j,,,,Tuinfluiter
22-05-2022,Tuinfluiter,36,j,,BJ47924,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
22-05-2022,Winterkoning,42,j,,ARX601,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Winterkoning,,
22-05-2022,Winterkoning,43,j,,ARX524,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
22-05-2022,Winterkoning,44,j,,APL755,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
22-05-2022,Merel,42,j,,L588703,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
22-05-2022,Tjiftjaf,79,,,ARX625,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
22-05-2022,Roodborst,105,,,BR10247,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
22-05-2022,Roodborst,106,j,,BR10179,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Roodborst,,
22-05-2022,Roodborst,107,,,BR10248,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
22-05-2022,Roodborst,108,,,BR10249,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Roodborst,,
22-05-2022,Pimpelmees,224,,,BR10252,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
22-05-2022,Zwartkop,302,,,BR10246,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
22-05-2022,Zwartkop,303,,,BR10250,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
22-05-2022,Zwartkop,304,j,,BR10242,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
22-05-2022,Zwartkop,305,j,,BR10243,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
22-05-2022,Zwartkop,306,j,,BR10196,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
22-05-2022,Zwartkop,307,,,BR10251,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
22-05-2022,Zwartkop,308,,,BR10253,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
22-05-2022,Zwartkop,309,j,,BR10239,,"Hackfort, Vorden",Mistnet,Dennis Massen,j,,,,Zwartkop
22-05-2022,Zwartkop,310,,,BR10254,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
22-05-2022,Koolmees,311,j,België,57V30788,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
10-07-2022,Steenuil,1,j,,3677993,,"Overweg, Vorden",Mistnet,Thijs ter Avest,,,Steenuil,,
10-07-2022,Huismus,19,,,Y047268,VRMB,"Overweg, Vorden",Mistnet,Thijs ter Avest,,,Huismus,Huismus,
10-07-2022,Huismus,20,,,Y047270,VWMB,"Overweg, Vorden",Mistnet,Thijs ter Avest,,,Huismus,Huismus,
10-07-2022,Huismus,21,,,Y047271,VYMB,"Overweg, Vorden",Mistnet,Thijs ter Avest,,,Huismus,Huismus,
10-07-2022,Huismus,22,,,Y047272,VNMB,"Overweg, Vorden",Mistnet,Thijs ter Avest,,,Huismus,Huismus,
10-07-2022,Merel,43,,,L519919,,"Overweg, Vorden",Mistnet,Thijs ter Avest,,,Merel,,
10-07-2022,Merel,44,,,L519920,,"Overweg, Vorden",Mistnet,Thijs ter Avest,,,Merel,,
10-07-2022,Vink,62,,,Y047269,,"Overweg, Vorden",Mistnet,Thijs ter Avest,,,Vink,,
10-07-2022,Zwartkop,311,,,BN14385,,"Overweg, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
10-07-2022,Koolmees,312,,,BN14386,,"Overweg, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
10-07-2022,Koolmees,313,,,BN14387,,"Overweg, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
10-07-2022,Koolmees,314,,,BN14388,,"Overweg, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
10-07-2022,Koolmees,315,,,BN14384,,"Overweg, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
10-07-2022,Koolmees,316,,,BN13753,,"Overweg, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
17-07-2022,Roodborst,109,,,BR10361,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Roodborst,,
17-07-2022,Winterkoning,45,,,ARX658,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
17-07-2022,Roodborst,110,,,BR10362,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
17-07-2022,Roodborst,111,,,BR10363,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Roodborst,,
17-07-2022,Roodborst,112,,,BR10364,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
17-07-2022,Roodborst,113,,,BR10365,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Roodborst,,
17-07-2022,Merel,45,j,,L549020,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
17-07-2022,Tjiftjaf,80,,,ARX659,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Tjiftjaf,,
17-07-2022,Roodborst,114,,,BR10366,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
17-07-2022,Heggenmus,25,,,BR10367,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
17-07-2022,Roodborst,115,,,BR10368,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Roodborst,,
17-07-2022,Zwartkop,312,,,BR10369,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
17-07-2022,Zwartkop,313,,,BR10370,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
17-07-2022,Zanglijster,32,,,L588778,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,j,,,,Zanglijster
17-07-2022,Zanglijster,33,,,L588779,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zanglijster,,
17-07-2022,Zanglijster,34,,,L588780,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,j,,,,Zanglijster
17-07-2022,Merel,46,,,L588781,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,j,,,,Merel
17-07-2022,Merel,47,,,L588782,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,j,,,,Merel
17-07-2022,Roodborst,116,,,BR10371,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Roodborst,,
17-07-2022,Zwartkop,314,,,BR10372,,"Hackfort, Vorden",Mistnet,Udo Hassefras,,,,,
17-07-2022,Zwartkop,315,j,,BR10348,,"Hackfort, Vorden",Mistnet,Udo Hassefras,,,,,
17-07-2022,Tjiftjaf,81,,,ARX660,,"Hackfort, Vorden",Mistnet,Udo Hassefras,,,,,
17-07-2022,Koolmees,317,,,BR10373,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
17-07-2022,Tjiftjaf,82,j,,ARX628,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Tjiftjaf,,
17-07-2022,Boomklever,26,,,Y041145,,"Hackfort, Vorden",Mistnet,Udo Hassefras,j,,,,Boomklever
17-07-2022,Zwartkop,316,,,BR10374,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
17-07-2022,Roodborst,117,,,BR10375,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Roodborst,,
17-07-2022,Tjiftjaf,83,,,ARX661,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Tjiftjaf,,
17-07-2022,Winterkoning,46,j,,ARX630,,"Hackfort, Vorden",Mistnet,Udo Hassefras,,,,,
17-07-2022,Grasmus,27,,,BR10376,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Grasmus,,
17-07-2022,Koolmees,318,,,BR10377,,"Hackfort, Vorden",Mistnet,Udo Hassefras,,,,,
17-07-2022,Pimpelmees,225,,,BR10378,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
17-07-2022,Merel,48,,,L588783,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Merel,,
17-07-2022,Zwartkop,317,,,BR10379,,"Hackfort, Vorden",Mistnet,Udo Hassefras,j,,,,Zwartkop
17-07-2022,Boomkruiper,13,j,,ARX468,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Boomkruiper,,
17-07-2022,Grote Bonte Specht,16,j,,L588764,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,j,,,,Grote Bonte Specht
17-07-2022,Zwartkop,318,,,BR10380,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
17-07-2022,Zwartkop,319,,,BR10381,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,j,,,,Zwartkop
17-07-2022,Grasmus,28,j,,BR10238,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,j,,,,Grasmus
17-07-2022,Roodborst,118,,,BR10382,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
17-07-2022,Roodborst,119,,,BR10383,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,,,,,
17-07-2022,Merel,49,,,L588784,,"Hackfort, Vorden",Mistnet,Wouter Lebbink,j,,,,Merel
17-07-2022,Tjiftjaf,84,,,ARX662,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Tjiftjaf,,
17-07-2022,Zwartkop,320,,,BR10384,,"Hackfort, Vorden",Mistnet,Udo Hassefras,j,,,,Zwartkop
17-07-2022,Zwartkop,321,,,BR10385,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
17-07-2022,Pimpelmees,226,,,BR10386,,"Hackfort, Vorden",Mistnet,Udo Hassefras,j,,,,Pimpelmees
17-07-2022,Tjiftjaf,85,,,ARX663,,"Hackfort, Vorden",Mistnet,Udo Hassefras,j,,,,Tjiftjaf
17-07-2022,Heggenmus,26,j,,BR10355,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Heggenmus,,
17-07-2022,Zanglijster,35,,,L588785,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zanglijster,,
17-07-2022,Merel,50,,,L588786,,"Hackfort, Vorden",Mistnet,Udo Hassefras,j,,,,Merel
17-07-2022,Roodborst,120,j,,BP56168,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Roodborst,,
09-08-2022,Geelgors,24,,,Y041148,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Geelgors,,
09-08-2022,Heggenmus,27,j,,BR10346,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
09-08-2022,Geelgors,25,,,Y041149,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Geelgors,,
09-08-2022,Grasmus,29,,,BR10432,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
09-08-2022,Geelgors,26,,,Y041150,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
09-08-2022,Grasmus,30,j,,BR10406,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Grasmus,,
09-08-2022,Geelgors,27,,,Y041151,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Geelgors,,
09-08-2022,Grasmus,31,,,BR10434,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
09-08-2022,Grasmus,32,j,,BR10238,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Grasmus,,
09-08-2022,Zanglijster,36,,,L588788,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zanglijster,,
09-08-2022,Zanglijster,37,j,,L588780,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
09-08-2022,Tuinfluiter,37,,,BR10451,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Tuinfluiter,,
09-08-2022,Tuinfluiter,38,j,,BR10389,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
09-08-2022,Winterkoning,47,j,,ARX679,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
09-08-2022,Merel,51,j,,L588782,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
09-08-2022,Roodborst,121,,,BR10426,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Roodborst,,
09-08-2022,Roodborst,122,,,BR10427,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
09-08-2022,Roodborst,123,j,,BR10318,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Roodborst,,
09-08-2022,Roodborst,124,,,BR10440,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Roodborst,,
09-08-2022,Roodborst,125,j,,BR10362,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
09-08-2022,Roodborst,126,j,,BR10361,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Roodborst,,
09-08-2022,Pimpelmees,227,,,BR10456,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
09-08-2022,Pimpelmees,228,,,BR10458,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Pimpelmees,,
09-08-2022,Zwartkop,322,,,BR10428,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
09-08-2022,Zwartkop,323,,,BR10429,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
09-08-2022,Zwartkop,324,,,BR10430,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
09-08-2022,Zwartkop,325,,,BR10431,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
09-08-2022,Zwartkop,326,,,BR10433,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
09-08-2022,Zwartkop,327,,,BR10435,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
09-08-2022,Zwartkop,328,,,BR10438,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
09-08-2022,Zwartkop,329,,,BR10439,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
09-08-2022,Zwartkop,330,,,BR10441,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
09-08-2022,Zwartkop,331,,,BR10442,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
09-08-2022,Zwartkop,332,,,BR10445,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
09-08-2022,Zwartkop,333,,,BR10447,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
09-08-2022,Zwartkop,334,,,BR10449,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Zwartkop,,
09-08-2022,Zwartkop,335,,,BR10452,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
09-08-2022,Zwartkop,336,,,BR10454,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
09-08-2022,Zwartkop,337,,,BR10455,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
09-08-2022,Koolmees,319,,,BR10436,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
09-08-2022,Koolmees,320,,,BR10437,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
09-08-2022,Koolmees,321,,,BR10443,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
09-08-2022,Koolmees,322,j,,BR10397,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
09-08-2022,Koolmees,323,,,BR10444,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
09-08-2022,Koolmees,324,,,BR10446,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
09-08-2022,Koolmees,325,,,BR10448,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
09-08-2022,Koolmees,326,,,BR10450,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
09-08-2022,Koolmees,327,,,BR10453,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
09-08-2022,Koolmees,328,j,,BR10281,,"Hackfort, Vorden",Mistnet,Dennis Massen,,,,,
09-08-2022,Koolmees,329,,,BR10457,,"Hackfort, Vorden",Mistnet,Thijs ter Avest,,,Koolmees,,
28-08-2022,Spotvogel,2,,,BJ70369,,"De Haar, Utrecht",Mistnet,William van Lint,,,,,
28-08-2022,Bosrietzanger,2,,,BJ73494,,"De Haar, Utrecht",Mistnet,Mark B,,,,,
28-08-2022,Rietzanger,6,,,BJ73483,,"De Haar, Utrecht",Mistnet,Mark B,,,,,
28-08-2022,Bosrietzanger,3,j,,BJ75142,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Bosrietzanger,,
28-08-2022,Rietgors,6,,,BJ70337,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
28-08-2022,Rietzanger,7,,,BJ73484,,"De Haar, Utrecht",Mistnet,Mark B,,,,,
28-08-2022,Bosrietzanger,4,,,BJ70374,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
28-08-2022,Rietzanger,8,,,BJ73489,,"De Haar, Utrecht",Mistnet,Mark B,,,,,
28-08-2022,Bosrietzanger,5,,,BJ70380,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
28-08-2022,Staartmees,9,,,AJX704,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
28-08-2022,Rietzanger,9,,,BJ73490,,"De Haar, Utrecht",Mistnet,Mark B,,,,,
28-08-2022,Bosrietzanger,6,,,BJ70389,,"De Haar, Utrecht",Mistnet,Udo Hassefras,,,,,
28-08-2022,Sprinkhaanzanger,9,,,BJ70334,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
28-08-2022,Staartmees,10,,,AJX721,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Staartmees,,
28-08-2022,Rietzanger,10,,,BJ73492,,"De Haar, Utrecht",Mistnet,Mark B,,,,,
28-08-2022,Bosrietzanger,7,,,BJ70333,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
28-08-2022,Sprinkhaanzanger,10,,,BJ70353,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
28-08-2022,Rietzanger,11,,,BJ73493,,"De Haar, Utrecht",Mistnet,Mark B,,,,,
28-08-2022,Bosrietzanger,8,,,BJ70346,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
28-08-2022,Rietzanger,12,,,BJ73496,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Rietzanger,,
28-08-2022,Bosrietzanger,9,,,BJ70351,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
28-08-2022,Rietzanger,13,,,BJ73499,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Rietzanger,,
28-08-2022,Rietzanger,14,,,BJ73500,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Rietzanger,,
28-08-2022,Boomkruiper,14,j,,AKN968,,"De Haar, Utrecht",Mistnet,Mark B,,,,,
28-08-2022,Rietzanger,15,,,BJ70420,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Rietzanger,,
28-08-2022,Boomkruiper,15,j,,AKN963,,"De Haar, Utrecht",Mistnet,William van Lint,,,,,
28-08-2022,Rietzanger,16,,,BJ70423,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Rietzanger,,
28-08-2022,Rietzanger,17,,,BJ70424,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Rietzanger,,
28-08-2022,Rietzanger,18,,,BJ70426,,"De Haar, Utrecht",Mistnet,Mark B,,,,,
28-08-2022,Rietzanger,19,,,BJ70428,,"De Haar, Utrecht",Mistnet,Mark B,,,,,
28-08-2022,Rietzanger,20,,,BJ70364,,"De Haar, Utrecht",Mistnet,William van Lint,,,,,
28-08-2022,Rietzanger,21,,,BJ70375,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
28-08-2022,Rietzanger,22,,,BJ70376,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
28-08-2022,Rietzanger,23,,,BJ70382,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
28-08-2022,Rietzanger,24,,,BJ70384,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
28-08-2022,Rietzanger,25,,,BJ70390,,"De Haar, Utrecht",Mistnet,Thijs ter Avest,,,Rietzanger,,
28-08-2022,Rietzanger,26,,,BJ70393,,"De Haar, Utrecht",Mistnet,Udo Hassefras,,,,,
28-08-2022,Rietzanger,27,,,BJ70332,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
28-08-2022,Rietzanger,28,,,BJ70349,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
28-08-2022,Rietzanger,29,,,BJ70350,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
28-08-2022,Rietzanger,30,,,BJ70352,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
28-08-2022,Grasmus,33,,,BJ70379,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
28-08-2022,Rietzanger,31,,,BJ70356,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
28-08-2022,Rietzanger,32,,,BJ70358,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
28-08-2022,Rietzanger,33,,,BJ70360,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
28-08-2022,Zanglijster,38,,,L534334,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
28-08-2022,Zanglijster,39,,,H375578,,"De Haar, Utrecht",Mistnet,Tijs van den Berg,,,,,
28-08-2022,Kleine Karekiet,33,,,BJ73485,,"De Haar, Utrecht",Mistnet,Mark B,,,,,
28-08-2022,Kleine Karekiet,34,,,BJ73486,,"De Haar, Utrecht",Mistnet,Mark B,,,,,
